customer_id,recency,frequency,monetary,R,F,M,RFM,segment
C01673,40,11,11715.15,3,1,2,6,At Risk
C01674,17,20,15553.35,4,5,3,12,Loyal Customers
C01675,13,14,19095.63,4,2,4,10,Loyal Customers
C01676,39,16,12679.36,3,3,2,8,Potential Loyalists
C01677,67,14,19300.98,2,2,4,8,Potential Loyalists
C01678,24,14,19011.03,4,2,4,10,Loyal Customers
C01679,62,20,18959.0,2,5,4,11,Loyal Customers
C01680,15,18,20101.989999999998,4,4,4,12,Loyal Customers
C01681,57,7,7260.93,2,1,1,4,Hibernating
C01682,58,8,9285.86,2,1,1,4,Hibernating
C01683,45,22,27899.399999999998,3,5,5,13,Champions
C01684,59,18,20132.899999999998,2,4,4,10,Loyal Customers
C01685,14,14,12463.859999999999,4,2,2,8,Potential Loyalists
C01686,1,13,21344.62,5,2,5,12,Loyal Customers
C01687,50,13,11453.65,2,2,1,5,At Risk
C01688,115,14,13651.96,1,2,2,5,At Risk
C01689,123,12,12199.71,1,1,2,4,Hibernating
C01690,96,13,17197.56,1,2,4,7,Potential Loyalists
C01691,42,16,16285.98,3,3,3,9,Potential Loyalists
C01692,17,15,13631.78,4,3,2,9,Potential Loyalists
C01693,25,15,15187.48,4,3,3,10,Loyal Customers
C01694,24,22,24880.59,4,5,5,14,Champions
C01695,46,19,17198.02,3,5,4,12,Loyal Customers
C01696,88,8,7406.26,2,1,1,4,Hibernating
C01697,235,10,11642.06,1,1,2,4,Hibernating
C01698,50,8,8952.69,2,1,1,4,Hibernating
C01699,56,14,16011.95,2,2,3,7,Potential Loyalists
C01700,216,6,8978.95,1,1,1,3,Hibernating
C01701,75,19,27512.780000000002,2,5,5,12,Loyal Customers
C01702,235,12,9684.56,1,1,1,3,Hibernating
C01703,28,13,17316.26,3,2,4,9,Potential Loyalists
C01704,230,10,14631.94,1,1,3,5,At Risk
C01705,5,11,11748.74,5,1,2,8,Potential Loyalists
C01706,3,14,17793.91,5,2,4,11,Loyal Customers
C01707,147,9,5470.05,1,1,1,3,Hibernating
C01708,56,20,18982.91,2,5,4,11,Loyal Customers
C01709,7,11,7614.57,5,1,1,7,Potential Loyalists
C01710,62,16,15149.61,2,3,3,8,Potential Loyalists
C01711,72,16,18136.74,2,3,4,9,Potential Loyalists
C01712,174,9,8093.61,1,1,1,3,Hibernating
C01713,56,21,25981.5,2,5,5,12,Loyal Customers
C01714,123,7,8185.5599999999995,1,1,1,3,Hibernating
C01715,26,17,24030.4,3,4,5,12,Loyal Customers
C01716,54,16,11925.52,2,3,2,7,Potential Loyalists
C01717,176,14,12181.73,1,2,2,5,At Risk
C01718,40,20,22794.78,3,5,5,13,Champions
C01719,121,18,19317.170000000002,1,4,4,9,Potential Loyalists
C01720,82,16,12468.69,2,3,2,7,Potential Loyalists
C01721,17,16,15947.970000000001,4,3,3,10,Loyal Customers
C01722,9,15,21186.29,5,3,5,13,Champions
C01723,139,22,26576.94,1,5,5,11,Loyal Customers
C01724,7,13,12626.09,5,2,2,9,Potential Loyalists
C01725,34,17,21471.77,3,4,5,12,Loyal Customers
C01726,37,16,17622.71,3,3,4,10,Loyal Customers
C01727,162,20,27072.68,1,5,5,11,Loyal Customers
C01728,16,12,17851.02,4,1,4,9,Potential Loyalists
C01729,347,11,11598.529999999999,1,1,2,4,Hibernating
C01730,112,14,14832.949999999999,1,2,3,6,At Risk
C01731,5,20,20472.22,5,5,5,15,Champions
C01732,55,18,18188.56,2,4,4,10,Loyal Customers
C01733,8,13,14738.92,5,2,3,10,Loyal Customers
C01734,32,13,15679.28,3,2,3,8,Potential Loyalists
C01735,16,17,18500.29,4,4,4,12,Loyal Customers
C01736,90,13,13146.01,2,2,2,6,At Risk
C01737,7,15,14151.11,5,3,2,10,Loyal Customers
C01738,135,14,8577.02,1,2,1,4,Hibernating
C01739,14,17,20983.94,4,4,5,13,Champions
C01740,26,14,17955.73,3,2,4,9,Potential Loyalists
C01741,95,13,17206.47,1,2,4,7,Potential Loyalists
C01742,51,12,11804.01,2,1,2,5,At Risk
C01743,4,13,13480.78,5,2,2,9,Potential Loyalists
C01744,30,19,16827.55,3,5,3,11,Loyal Customers
C01745,41,15,16341.67,3,3,3,9,Potential Loyalists
C01746,4,17,16053.49,5,4,3,12,Loyal Customers
C01747,32,19,14329.45,3,5,2,10,Loyal Customers
C01748,39,15,14294.03,3,3,2,8,Potential Loyalists
C01749,21,10,12825.98,4,1,2,7,Potential Loyalists
C01750,19,22,20958.98,4,5,5,14,Champions
C01751,41,18,13396.26,3,4,2,9,Potential Loyalists
C01752,30,17,19471.25,3,4,4,11,Loyal Customers
C01753,541,6,4819.7,1,1,1,3,Hibernating
C01754,368,6,4172.93,1,1,1,3,Hibernating
C01755,13,8,5678.74,4,1,1,6,At Risk
C01756,28,18,15825.87,3,4,3,10,Loyal Customers
C01757,25,7,8411.939999999999,4,1,1,6,At Risk
C01758,20,21,23666.010000000002,4,5,5,14,Champions
C01759,6,13,17356.72,5,2,4,11,Loyal Customers
C01760,187,10,14890.75,1,1,3,5,At Risk
C01761,2,12,13630.39,5,1,2,8,Potential Loyalists
C01762,89,14,12754.58,2,2,2,6,At Risk
C01763,37,8,9334.529999999999,3,1,1,5,At Risk
C01764,246,14,15097.57,1,2,3,6,At Risk
C01765,53,18,18260.61,2,4,4,10,Loyal Customers
C01766,18,14,15175.5,4,2,3,9,Potential Loyalists
C01767,25,11,10983.01,4,1,1,6,At Risk
C01768,186,19,17662.34,1,5,4,10,Loyal Customers
C01769,14,14,12599.74,4,2,2,8,Potential Loyalists
C01770,51,21,21619.510000000002,2,5,5,12,Loyal Customers
C01771,46,17,10519.550000000001,3,4,1,8,Potential Loyalists
C01772,20,12,10755.22,4,1,1,6,At Risk
C01773,18,13,9097.42,4,2,1,7,Potential Loyalists
C01774,34,12,12047.84,3,1,2,6,At Risk
C01775,50,12,7197.05,2,1,1,4,Hibernating
C01776,111,18,18499.26,1,4,4,9,Potential Loyalists
C01777,4,12,13324.26,5,1,2,8,Potential Loyalists
C01778,14,22,25603.9,4,5,5,14,Champions
C01779,70,15,20519.95,2,3,5,10,Loyal Customers
C01780,38,17,17188.84,3,4,4,11,Loyal Customers
C01781,198,11,16770.16,1,1,3,5,At Risk
C01782,36,15,14988.02,3,3,3,9,Potential Loyalists
C01783,15,15,18715.350000000002,4,3,4,11,Loyal Customers
C01784,15,21,22440.5,4,5,5,14,Champions
C01785,26,13,10391.17,3,2,1,6,At Risk
C01786,28,18,11499.29,3,4,1,8,Potential Loyalists
C01787,16,17,16830.85,4,4,3,11,Loyal Customers
C01788,58,11,12252.73,2,1,2,5,At Risk
C01789,37,14,14226.48,3,2,2,7,Potential Loyalists
C01790,40,22,22030.78,3,5,5,13,Champions
C01791,172,17,22809.5,1,4,5,10,Loyal Customers
C01792,145,19,14230.91,1,5,2,8,Potential Loyalists
C01793,41,23,12845.24,3,5,2,10,Loyal Customers
C01794,9,18,18745.600000000002,5,4,4,13,Champions
C01795,255,17,19568.39,1,4,4,9,Potential Loyalists
C01796,7,16,23317.5,5,3,5,13,Champions
C01797,155,13,16555.15,1,2,3,6,At Risk
C01798,22,17,22241.8,4,4,5,13,Champions
C01799,47,17,21353.36,3,4,5,12,Loyal Customers
C01800,121,14,19580.760000000002,1,2,4,7,Potential Loyalists
C01801,4,25,23846.09,5,5,5,15,Champions
C01802,38,16,15714.59,3,3,3,9,Potential Loyalists
C01803,239,15,20096.71,1,3,4,8,Potential Loyalists
C01804,179,15,16862.43,1,3,3,7,Potential Loyalists
C01805,89,13,14215.2,2,2,2,6,At Risk
C01806,32,17,17191.9,3,4,4,11,Loyal Customers
C01807,27,17,18735.06,3,4,4,11,Loyal Customers
C01808,260,17,13857.94,1,4,2,7,Potential Loyalists
C01809,369,7,6883.86,1,1,1,3,Hibernating
C01810,34,15,16079.23,3,3,3,9,Potential Loyalists
C01811,15,12,13239.380000000001,4,1,2,7,Potential Loyalists
C01812,75,17,16930.7,2,4,3,9,Potential Loyalists
C01813,91,16,15891.44,1,3,3,7,Potential Loyalists
C01814,27,15,19340.7,3,3,4,10,Loyal Customers
C01815,65,16,17767.2,2,3,4,9,Potential Loyalists
C01816,41,17,17188.08,3,4,4,11,Loyal Customers
C01817,85,13,17009.49,2,2,4,8,Potential Loyalists
C01818,130,11,6975.16,1,1,1,3,Hibernating
C01819,95,17,17290.239999999998,1,4,4,9,Potential Loyalists
C01820,19,13,13298.56,4,2,2,8,Potential Loyalists
C01821,2,21,30342.05,5,5,5,15,Champions
C01822,143,14,17330.88,1,2,4,7,Potential Loyalists
C01823,49,19,20385.59,2,5,4,11,Loyal Customers
C01824,129,17,23003.95,1,4,5,10,Loyal Customers
C01825,27,14,18467.559999999998,3,2,4,9,Potential Loyalists
C01826,136,20,17819.38,1,5,4,10,Loyal Customers
C01827,38,12,11260.279999999999,3,1,1,5,At Risk
C01828,75,19,13398.8,2,5,2,9,Potential Loyalists
C01829,4,15,16659.35,5,3,3,11,Loyal Customers
C01830,23,17,25656.51,4,4,5,13,Champions
C01831,21,16,16426.98,4,3,3,10,Loyal Customers
C01832,141,12,11420.46,1,1,1,3,Hibernating
C01833,114,20,26430.45,1,5,5,11,Loyal Customers
C01834,65,16,18702.65,2,3,4,9,Potential Loyalists
C01835,22,17,15769.259999999998,4,4,3,11,Loyal Customers
C01836,67,15,14013.880000000001,2,3,2,7,Potential Loyalists
C01837,80,7,7487.52,2,1,1,4,Hibernating
C01838,1,16,20984.97,5,3,5,13,Champions
C01839,54,10,12568.75,2,1,2,5,At Risk
C01840,108,10,14042.169999999998,1,1,2,4,Hibernating
C01841,1,21,22153.3,5,5,5,15,Champions
C01842,164,7,8369.529999999999,1,1,1,3,Hibernating
C01843,103,16,23811.45,1,3,5,9,Potential Loyalists
C01844,43,13,9191.22,3,2,1,6,At Risk
C01845,432,13,10715.07,1,2,1,4,Hibernating
C01846,246,17,22564.23,1,4,5,10,Loyal Customers
C01847,248,15,17772.89,1,3,4,8,Potential Loyalists
C01848,164,16,19832.65,1,3,4,8,Potential Loyalists
C01849,1,16,15018.61,5,3,3,11,Loyal Customers
C01850,46,12,13105.349999999999,3,1,2,6,At Risk
C01851,9,18,16455.670000000002,5,4,3,12,Loyal Customers
C01852,1,14,12505.44,5,2,2,9,Potential Loyalists
C01853,75,14,15217.09,2,2,3,7,Potential Loyalists
C01854,4,8,8660.3,5,1,1,7,Potential Loyalists
C01855,4,16,19119.56,5,3,4,12,Loyal Customers
C01856,49,19,20915.1,2,5,5,12,Loyal Customers
C01857,89,20,20809.12,2,5,5,12,Loyal Customers
C01858,10,19,19646.43,5,5,4,14,Champions
C01859,36,16,18273.15,3,3,4,10,Loyal Customers
C01860,20,19,23983.41,4,5,5,14,Champions
C01861,87,14,18238.55,2,2,4,8,Potential Loyalists
C01862,44,11,9735.47,3,1,1,5,At Risk
C01863,31,17,14547.18,3,4,3,10,Loyal Customers
C01864,13,11,8436.28,4,1,1,6,At Risk
C01865,102,14,15540.09,1,2,3,6,At Risk
C01866,270,13,16997.45,1,2,3,6,At Risk
C01867,31,9,13489.91,3,1,2,6,At Risk
C01868,0,19,15835.57,5,5,3,13,Champions
C01869,15,17,14546.51,4,4,3,11,Loyal Customers
C01870,1,19,18497.62,5,5,4,14,Champions
C01871,56,16,15092.949999999999,2,3,3,8,Potential Loyalists
C01872,39,14,15663.39,3,2,3,8,Potential Loyalists
C01873,93,25,19915.16,1,5,4,10,Loyal Customers
C01874,73,18,19783.88,2,4,4,10,Loyal Customers
C01875,7,13,11308.81,5,2,1,8,Potential Loyalists
C01876,28,13,15565.26,3,2,3,8,Potential Loyalists
C01877,24,11,15002.15,4,1,3,8,Potential Loyalists
C01878,100,13,14260.15,1,2,2,5,At Risk
C01879,162,15,18520.72,1,3,4,8,Potential Loyalists
C01880,17,21,23230.98,4,5,5,14,Champions
C01881,20,10,13293.779999999999,4,1,2,7,Potential Loyalists
C01882,1,9,8362.06,5,1,1,7,Potential Loyalists
C01883,177,13,15676.1,1,2,3,6,At Risk
C01884,33,20,23073.67,3,5,5,13,Champions
C01885,84,15,18254.67,2,3,4,9,Potential Loyalists
C01886,12,11,9077.66,4,1,1,6,At Risk
C01887,36,16,20019.3,3,3,4,10,Loyal Customers
C01888,11,17,22099.95,5,4,5,14,Champions
C01889,6,15,15621.08,5,3,3,11,Loyal Customers
C01890,186,13,14571.55,1,2,3,6,At Risk
C01891,57,18,12907.14,2,4,2,8,Potential Loyalists
C01892,57,12,14600.78,2,1,3,6,At Risk
C01893,150,17,16765.010000000002,1,4,3,8,Potential Loyalists
C01894,75,17,16969.04,2,4,3,9,Potential Loyalists
C01895,12,20,22680.76,4,5,5,14,Champions
C01896,195,6,7491.04,1,1,1,3,Hibernating
C01897,28,15,20038.76,3,3,4,10,Loyal Customers
C01898,78,15,14827.82,2,3,3,8,Potential Loyalists
C01899,9,18,16591.78,5,4,3,12,Loyal Customers
C01900,102,13,9045.69,1,2,1,4,Hibernating
C01901,73,17,20868.52,2,4,5,11,Loyal Customers
C01902,11,16,28914.93,5,3,5,13,Champions
C01903,23,17,15732.13,4,4,3,11,Loyal Customers
C01904,28,12,14442.01,3,1,3,7,Potential Loyalists
C01905,5,15,14664.97,5,3,3,11,Loyal Customers
C01906,114,16,17690.23,1,3,4,8,Potential Loyalists
C01907,125,7,8459.78,1,1,1,3,Hibernating
C01908,13,8,7095.38,4,1,1,6,At Risk
C01909,26,14,18400.6,3,2,4,9,Potential Loyalists
C01910,80,11,11200.23,2,1,1,4,Hibernating
C01911,31,11,12995.2,3,1,2,6,At Risk
C01912,1,17,18613.74,5,4,4,13,Champions
C01913,107,18,15178.24,1,4,3,8,Potential Loyalists
C01914,6,17,17915.01,5,4,4,13,Champions
C01915,0,18,15802.71,5,4,3,12,Loyal Customers
C01916,69,5,4211.87,2,1,1,4,Hibernating
C01917,20,17,18145.56,4,4,4,12,Loyal Customers
C01918,2,17,16844.34,5,4,3,12,Loyal Customers
C01919,28,17,18838.67,3,4,4,11,Loyal Customers
C01920,55,19,20446.66,2,5,5,12,Loyal Customers
C01921,13,14,12264.24,4,2,2,8,Potential Loyalists
C01922,17,14,20404.91,4,2,5,11,Loyal Customers
C01923,39,18,16625.3,3,4,3,10,Loyal Customers
C01924,15,14,11134.85,4,2,1,7,Potential Loyalists
C01925,39,23,30301.34,3,5,5,13,Champions
C01926,5,9,13360.43,5,1,2,8,Potential Loyalists
C01927,32,22,21882.41,3,5,5,13,Champions
C01928,10,22,24160.71,5,5,5,15,Champions
C01929,37,25,36583.75,3,5,5,13,Champions
C01930,7,15,18867.98,5,3,4,12,Loyal Customers
C01931,67,18,20712.01,2,4,5,11,Loyal Customers
C01932,23,15,25724.88,4,3,5,12,Loyal Customers
C01933,1,17,18938.07,5,4,4,13,Champions
C01934,160,14,12379.22,1,2,2,5,At Risk
C01935,10,20,29091.01,5,5,5,15,Champions
C01936,66,16,14982.25,2,3,3,8,Potential Loyalists
C01937,9,16,16658.43,5,3,3,11,Loyal Customers
C01938,11,18,20616.13,5,4,5,14,Champions
C01939,71,22,24436.72,2,5,5,12,Loyal Customers
C01940,185,17,21885.15,1,4,5,10,Loyal Customers
C01941,305,9,12606.119999999999,1,1,2,4,Hibernating
C01942,207,12,7853.1900000000005,1,1,1,3,Hibernating
C01943,78,13,14501.47,2,2,3,7,Potential Loyalists
C01944,0,18,23104.91,5,4,5,14,Champions
C01945,0,10,10491.720000000001,5,1,1,7,Potential Loyalists
C01946,16,14,18703.42,4,2,4,10,Loyal Customers
C01947,48,8,10878.89,2,1,1,4,Hibernating
C01948,81,9,11985.36,2,1,2,5,At Risk
C01949,186,14,19223.57,1,2,4,7,Potential Loyalists
C01950,1,12,11164.29,5,1,1,7,Potential Loyalists
C01951,111,15,12391.56,1,3,2,6,At Risk
C01952,419,3,5823.98,1,1,1,3,Hibernating
C01953,165,20,17492.23,1,5,4,10,Loyal Customers
C01954,7,14,9828.36,5,2,1,8,Potential Loyalists
C01955,57,14,11554.17,2,2,1,5,At Risk
C01956,124,21,19281.64,1,5,4,10,Loyal Customers
C01957,48,15,14999.44,2,3,3,8,Potential Loyalists
C01958,4,25,33410.73,5,5,5,15,Champions
C01959,20,16,16881.23,4,3,3,10,Loyal Customers
C01960,118,16,18549.72,1,3,4,8,Potential Loyalists
C01961,20,12,9618.52,4,1,1,6,At Risk
C01962,6,23,25821.9,5,5,5,15,Champions
C01963,51,16,24218.48,2,3,5,10,Loyal Customers
C01964,2,12,9792.45,5,1,1,7,Potential Loyalists
C01965,18,10,13073.54,4,1,2,7,Potential Loyalists
C01966,76,15,18210.12,2,3,4,9,Potential Loyalists
C01967,92,14,15759.77,1,2,3,6,At Risk
C01968,22,13,18020.8,4,2,4,10,Loyal Customers
C01969,39,18,20666.68,3,4,5,12,Loyal Customers
C01970,118,17,19304.07,1,4,4,9,Potential Loyalists
C01971,98,19,17694.14,1,5,4,10,Loyal Customers
C01972,107,8,5622.66,1,1,1,3,Hibernating
C01973,40,16,21185.13,3,3,5,11,Loyal Customers
C01974,11,17,20864.9,5,4,5,14,Champions
C01975,10,20,12674.86,5,5,2,12,Loyal Customers
C01976,80,15,13211.31,2,3,2,7,Potential Loyalists
C01977,113,10,8459.76,1,1,1,3,Hibernating
C01978,45,15,19364.48,3,3,4,10,Loyal Customers
C01979,0,16,15165.17,5,3,3,11,Loyal Customers
C01980,196,17,17115.23,1,4,4,9,Potential Loyalists
C01981,28,20,20356.78,3,5,4,12,Loyal Customers
C01982,101,8,5847.26,1,1,1,3,Hibernating
C01983,31,17,21244.280000000002,3,4,5,12,Loyal Customers
C01984,0,22,16679.98,5,5,3,13,Champions
C01985,36,16,13915.49,3,3,2,8,Potential Loyalists
C01986,11,17,20126.56,5,4,4,13,Champions
C01987,11,21,14553.02,5,5,3,13,Champions
C01988,46,16,23806.489999999998,3,3,5,11,Loyal Customers
C01989,74,24,22792.55,2,5,5,12,Loyal Customers
C01990,24,12,11113.82,4,1,1,6,At Risk
C01991,35,24,20915.33,3,5,5,13,Champions
C01992,52,14,14177.4,2,2,2,6,At Risk
C01993,105,17,13047.5,1,4,2,7,Potential Loyalists
C01994,2,23,24076.55,5,5,5,15,Champions
C01995,33,20,24287.55,3,5,5,13,Champions
C01996,87,9,7578.66,2,1,1,4,Hibernating
C01997,37,17,18588.73,3,4,4,11,Loyal Customers
C01998,5,16,17504.32,5,3,4,12,Loyal Customers
C01999,138,15,24573.7,1,3,5,9,Potential Loyalists
C02000,10,17,18884.61,5,4,4,13,Champions
C02001,54,15,15857.47,2,3,3,8,Potential Loyalists
C02002,94,14,16532.12,1,2,3,6,At Risk
C02003,17,11,13885.04,4,1,2,7,Potential Loyalists
C02004,131,17,12976.55,1,4,2,7,Potential Loyalists
C02005,50,17,23736.5,2,4,5,11,Loyal Customers
C02006,48,19,22601.36,2,5,5,12,Loyal Customers
C02007,265,16,16973.73,1,3,3,7,Potential Loyalists
C02008,15,9,9658.83,4,1,1,6,At Risk
C02009,106,15,21946.62,1,3,5,9,Potential Loyalists
C02010,26,12,14998.96,3,1,3,7,Potential Loyalists
C02011,232,14,18382.57,1,2,4,7,Potential Loyalists
C02012,53,18,20233.74,2,4,4,10,Loyal Customers
C02013,0,21,13467.75,5,5,2,12,Loyal Customers
C02014,17,14,11024.82,4,2,1,7,Potential Loyalists
C02015,13,14,11371.08,4,2,1,7,Potential Loyalists
C02016,18,11,7803.290000000001,4,1,1,6,At Risk
C02017,4,17,19686.32,5,4,4,13,Champions
C02018,69,11,8477.99,2,1,1,4,Hibernating
C02019,4,21,26307.85,5,5,5,15,Champions
C02020,5,22,19944.32,5,5,4,14,Champions
C02021,171,15,15438.03,1,3,3,7,Potential Loyalists
C02022,43,15,8079.46,3,3,1,7,Potential Loyalists
C02023,131,16,14275.55,1,3,2,6,At Risk
C02024,14,21,26691.59,4,5,5,14,Champions
C02025,109,15,17925.02,1,3,4,8,Potential Loyalists
C02026,56,17,19751.41,2,4,4,10,Loyal Customers
C02027,11,20,20680.59,5,5,5,15,Champions
C02028,30,16,11740.14,3,3,2,8,Potential Loyalists
C02029,21,16,15310.29,4,3,3,10,Loyal Customers
C02030,0,17,19409.86,5,4,4,13,Champions
C02031,17,16,15245.31,4,3,3,10,Loyal Customers
C02032,13,9,10087.31,4,1,1,6,At Risk
C02033,95,12,14441.509999999998,1,1,3,5,At Risk
C02034,111,10,7909.53,1,1,1,3,Hibernating
C02035,99,12,9747.06,1,1,1,3,Hibernating
C02036,21,9,10947.94,4,1,1,6,At Risk
C02037,81,10,9468.45,2,1,1,4,Hibernating
C02038,22,15,14574.529999999999,4,3,3,10,Loyal Customers
C02039,367,3,3397.01,1,1,1,3,Hibernating
C02040,17,17,22418.54,4,4,5,13,Champions
C02041,73,12,9539.09,2,1,1,4,Hibernating
C02042,19,19,27100.9,4,5,5,14,Champions
C02043,11,20,21582.78,5,5,5,15,Champions
C02044,16,13,20187.68,4,2,4,10,Loyal Customers
C02045,29,20,16778.43,3,5,3,11,Loyal Customers
C02046,88,12,14489.59,2,1,3,6,At Risk
C02047,31,16,16023.13,3,3,3,9,Potential Loyalists
C02048,117,16,16024.08,1,3,3,7,Potential Loyalists
C02049,7,15,16218.22,5,3,3,11,Loyal Customers
C02050,8,15,14013.81,5,3,2,10,Loyal Customers
C02051,0,14,17931.62,5,2,4,11,Loyal Customers
C02052,50,20,22422.61,2,5,5,12,Loyal Customers
C02053,18,13,10443.96,4,2,1,7,Potential Loyalists
C02054,8,15,13290.61,5,3,2,10,Loyal Customers
C02055,34,18,19495.2,3,4,4,11,Loyal Customers
C02056,56,9,12913.75,2,1,2,5,At Risk
C02057,20,13,15375.59,4,2,3,9,Potential Loyalists
C02058,68,16,25532.97,2,3,5,10,Loyal Customers
C02059,20,12,7784.55,4,1,1,6,At Risk
C02060,36,19,18048.43,3,5,4,12,Loyal Customers
C02061,193,15,21043.489999999998,1,3,5,9,Potential Loyalists
C02062,100,13,15902.679999999998,1,2,3,6,At Risk
C02063,12,13,16010.93,4,2,3,9,Potential Loyalists
C02064,11,19,19525.75,5,5,4,14,Champions
C02065,21,17,24187.86,4,4,5,13,Champions
C02066,14,18,17628.33,4,4,4,12,Loyal Customers
C02067,6,16,14922.949999999999,5,3,3,11,Loyal Customers
C02068,54,17,14591.68,2,4,3,9,Potential Loyalists
C02069,48,14,19261.36,2,2,4,8,Potential Loyalists
C02070,53,15,16204.75,2,3,3,8,Potential Loyalists
C02071,161,10,6287.46,1,1,1,3,Hibernating
C02072,19,18,15886.45,4,4,3,11,Loyal Customers
C02073,10,9,13170.04,5,1,2,8,Potential Loyalists
C02074,33,12,17014.0,3,1,4,8,Potential Loyalists
C02075,24,20,19779.29,4,5,4,13,Champions
C02076,113,15,20497.11,1,3,5,9,Potential Loyalists
C02077,8,16,22000.11,5,3,5,13,Champions
C02078,86,13,16120.23,2,2,3,7,Potential Loyalists
C02079,161,15,12804.43,1,3,2,6,At Risk
C02080,1,17,17867.29,5,4,4,13,Champions
C02081,24,11,12766.09,4,1,2,7,Potential Loyalists
C02082,66,12,16675.44,2,1,3,6,At Risk
C02083,106,20,22575.6,1,5,5,11,Loyal Customers
C02084,16,17,22045.36,4,4,5,13,Champions
C02085,38,11,11918.95,3,1,2,6,At Risk
C02086,50,25,33331.44,2,5,5,12,Loyal Customers
C02087,3,17,16686.73,5,4,3,12,Loyal Customers
C02088,27,19,20688.94,3,5,5,13,Champions
C02089,40,17,14241.36,3,4,2,9,Potential Loyalists
C02090,41,14,13705.11,3,2,2,7,Potential Loyalists
C02091,38,19,17462.64,3,5,4,12,Loyal Customers
C02092,161,8,5829.58,1,1,1,3,Hibernating
C02093,13,12,14198.76,4,1,2,7,Potential Loyalists
C02094,0,15,14165.31,5,3,2,10,Loyal Customers
C02095,4,17,21514.54,5,4,5,14,Champions
C02096,80,15,18825.14,2,3,4,9,Potential Loyalists
C02097,7,16,15235.18,5,3,3,11,Loyal Customers
C02098,17,14,9408.23,4,2,1,7,Potential Loyalists
C02099,3,18,15094.48,5,4,3,12,Loyal Customers
C02100,114,13,9542.8,1,2,1,4,Hibernating
C02101,37,16,19362.5,3,3,4,10,Loyal Customers
C02102,97,15,16296.03,1,3,3,7,Potential Loyalists
C02103,465,5,3773.37,1,1,1,3,Hibernating
C02104,43,14,16361.14,3,2,3,8,Potential Loyalists
C02105,100,17,16548.49,1,4,3,8,Potential Loyalists
C02106,18,22,18374.14,4,5,4,13,Champions
C02107,20,16,14284.66,4,3,2,9,Potential Loyalists
C02108,26,18,19908.02,3,4,4,11,Loyal Customers
C02109,5,20,20211.95,5,5,4,14,Champions
C02110,368,19,27313.41,1,5,5,11,Loyal Customers
C02111,1,23,22111.48,5,5,5,15,Champions
C02112,65,16,22092.94,2,3,5,10,Loyal Customers
C02113,6,18,17404.59,5,4,4,13,Champions
C02114,107,14,11585.8,1,2,2,5,At Risk
C02115,4,14,17534.91,5,2,4,11,Loyal Customers
C02116,12,13,14557.85,4,2,3,9,Potential Loyalists
C02117,5,12,9723.72,5,1,1,7,Potential Loyalists
C02118,38,11,10762.07,3,1,1,5,At Risk
C02119,41,15,8325.44,3,3,1,7,Potential Loyalists
C02120,13,15,18260.9,4,3,4,11,Loyal Customers
C02121,96,16,11157.84,1,3,1,5,At Risk
C02122,21,12,13288.65,4,1,2,7,Potential Loyalists
C02123,63,11,12810.46,2,1,2,5,At Risk
C02124,22,20,24400.16,4,5,5,14,Champions
C02125,38,11,12176.26,3,1,2,6,At Risk
C02126,5,23,21863.75,5,5,5,15,Champions
C02127,61,11,9804.28,2,1,1,4,Hibernating
C02128,92,15,9347.75,1,3,1,5,At Risk
C02129,116,17,14479.29,1,4,3,8,Potential Loyalists
C02130,249,12,20736.26,1,1,5,7,Potential Loyalists
C02131,118,17,11407.84,1,4,1,6,At Risk
C02132,133,10,8800.5,1,1,1,3,Hibernating
C02133,10,15,20736.29,5,3,5,13,Champions
C02134,30,10,15108.14,3,1,3,7,Potential Loyalists
C02135,14,13,10625.39,4,2,1,7,Potential Loyalists
C02136,55,12,7961.929999999999,2,1,1,4,Hibernating
C02137,7,19,24082.33,5,5,5,15,Champions
C02138,52,26,29760.15,2,5,5,12,Loyal Customers
C02139,54,15,14644.59,2,3,3,8,Potential Loyalists
C02140,89,14,18086.190000000002,2,2,4,8,Potential Loyalists
C02141,47,7,7930.889999999999,3,1,1,5,At Risk
C02142,19,10,10213.59,4,1,1,6,At Risk
C02143,31,13,11998.970000000001,3,2,2,7,Potential Loyalists
C02144,0,19,30727.75,5,5,5,15,Champions
C02145,69,25,24990.97,2,5,5,12,Loyal Customers
C02146,15,19,18305.23,4,5,4,13,Champions
C02147,52,16,17798.45,2,3,4,9,Potential Loyalists
C02148,12,21,26464.95,4,5,5,14,Champions
C02149,176,18,14174.53,1,4,2,7,Potential Loyalists
C02150,33,11,11032.59,3,1,1,5,At Risk
C02151,15,20,16668.56,4,5,3,12,Loyal Customers
C02152,40,14,15792.01,3,2,3,8,Potential Loyalists
C02153,10,14,17567.25,5,2,4,11,Loyal Customers
C02154,6,13,14017.619999999999,5,2,2,9,Potential Loyalists
C02155,151,21,26161.8,1,5,5,11,Loyal Customers
C02156,139,9,8368.48,1,1,1,3,Hibernating
C02157,37,20,14765.54,3,5,3,11,Loyal Customers
C02158,245,11,12134.38,1,1,2,4,Hibernating
C02159,17,7,5322.469999999999,4,1,1,6,At Risk
C02160,34,13,16876.3,3,2,3,8,Potential Loyalists
C02161,10,15,15226.24,5,3,3,11,Loyal Customers
C02162,35,12,11597.42,3,1,2,6,At Risk
C02163,1,18,17202.11,5,4,4,13,Champions
C02164,37,15,23333.59,3,3,5,11,Loyal Customers
C02165,87,15,17433.28,2,3,4,9,Potential Loyalists
