customer_id,churn_probability,churn_risk_label,segment
C02361,0.0,,Champions
C02362,0.0,,At Risk
C02363,0.0,,Loyal Customers
C02364,0.0,,Potential Loyalists
C02365,1.0,High Risk,Hibernating
C02366,1.0,High Risk,At Risk
C02367,1.0,High Risk,Loyal Customers
C02368,0.0,,Champions
C02369,0.0,,Potential Loyalists
C02370,0.0,,At Risk
C02371,0.988165386210989,High Risk,At Risk
C02372,0.0,,Potential Loyalists
C02373,0.0,,Potential Loyalists
C02374,0.0,,At Risk
C02375,0.0,,Loyal Customers
C02376,0.0,,Loyal Customers
C02377,1.0,High Risk,Hibernating
C02378,1.0,High Risk,Potential Loyalists
C02379,0.0,,Loyal Customers
C02380,0.0,,At Risk
C02381,0.0,,Potential Loyalists
C02382,1.0,High Risk,Loyal Customers
C02383,0.0,,Loyal Customers
C02384,0.008165386210988978,Low Risk,Potential Loyalists
C02385,0.008165386210988978,Low Risk,Potential Loyalists
C02386,0.0,,Champions
C02387,0.0,,Potential Loyalists
C02388,0.0,,At Risk
C02389,0.0,,Loyal Customers
C02390,0.0,,Loyal Customers
C02391,0.0,,Loyal Customers
C02392,1.0,High Risk,At Risk
C02393,0.0,,Potential Loyalists
C02394,0.0,,At Risk
C02395,0.0,,Champions
C02396,0.0,,Champions
C02397,0.0,,Champions
C02398,0.0,,Loyal Customers
C02399,0.0,,Potential Loyalists
C02400,1.0,High Risk,At Risk
C02401,0.0,,Potential Loyalists
C02402,0.998165386210989,High Risk,Potential Loyalists
C02403,0.0,,Loyal Customers
C02404,0.0,,Hibernating
C02405,0.0,,Potential Loyalists
C02406,0.0,,Loyal Customers
C02407,0.0,,Loyal Customers
C02408,0.008165386210988978,Low Risk,Potential Loyalists
C02409,1.0,High Risk,At Risk
C02410,0.0,,Loyal Customers
C02411,0.0,,Loyal Customers
C02412,1.0,High Risk,Potential Loyalists
C02413,0.0,,Potential Loyalists
C02414,0.0,,Potential Loyalists
C02415,0.0,,Potential Loyalists
C02416,0.00461795258511125,Low Risk,Potential Loyalists
C02417,0.0,,Loyal Customers
C02418,0.0,,Potential Loyalists
C02419,0.0,,At Risk
C02420,0.0,,At Risk
C02421,0.0,,Loyal Customers
C02422,0.0,,Potential Loyalists
C02423,1.0,High Risk,Hibernating
C02424,0.0,,Loyal Customers
C02425,1.0,High Risk,At Risk
C02426,1.0,High Risk,Hibernating
C02427,0.0,,Loyal Customers
C02428,0.0,,Potential Loyalists
C02429,0.0,,Champions
C02430,0.0,,Loyal Customers
C02431,1.0,High Risk,Hibernating
C02432,0.0017526787666739551,Low Risk,Hibernating
C02433,0.0,,Loyal Customers
C02434,0.0,,Potential Loyalists
C02435,1.0,High Risk,At Risk
C02436,0.0,,Potential Loyalists
C02437,0.0,,Champions
C02438,1.0,High Risk,At Risk
C02439,0.0,,Champions
C02440,1.0,High Risk,At Risk
C02441,0.0,,Potential Loyalists
C02442,0.0,,Loyal Customers
C02443,1.0,High Risk,Hibernating
C02444,0.006458315347204238,Low Risk,Potential Loyalists
C02445,0.0,,Loyal Customers
C02446,0.0,,Loyal Customers
C02447,1.0,High Risk,Hibernating
C02448,0.0,,Champions
C02449,0.0,,Loyal Customers
C02450,1.0,High Risk,Potential Loyalists
C02451,0.0,,Loyal Customers
C02452,0.0,,At Risk
C02453,0.0,,Champions
C02454,1.0,High Risk,Hibernating
C02455,1.0,High Risk,At Risk
C02456,0.0,,At Risk
C02457,0.0,,Champions
C02458,1.0,High Risk,At Risk
C02459,0.0,,Potential Loyalists
C02460,0.0,,Loyal Customers
C02461,0.0,,Loyal Customers
C02462,1.0,High Risk,Hibernating
C02463,0.0,,Potential Loyalists
C02464,0.0,,Potential Loyalists
C02465,0.0,,Loyal Customers
C02466,0.0,,Potential Loyalists
C02467,0.0,,At Risk
C02468,0.0,,Loyal Customers
C02469,1.0,High Risk,Hibernating
C02470,0.0,,Loyal Customers
C02471,0.0,,Potential Loyalists
C02472,1.0,High Risk,Hibernating
C02473,0.0,,Potential Loyalists
C02474,0.0,,Loyal Customers
C02475,1.0,High Risk,Hibernating
C02476,0.0,,Loyal Customers
C02477,0.0,,Loyal Customers
C02478,0.0,,At Risk
C02479,0.0,,At Risk
C02480,0.0,,At Risk
C02481,0.0,,Loyal Customers
C02482,1.0,High Risk,At Risk
C02483,0.0,,Loyal Customers
C02484,0.0,,At Risk
C02485,0.0,,At Risk
C02486,0.0,,Loyal Customers
C02487,0.0,,Potential Loyalists
C02488,0.0,,Loyal Customers
C02489,1.0,High Risk,Potential Loyalists
C02490,1.0,High Risk,Potential Loyalists
C02491,1.0,High Risk,At Risk
C02492,0.0,,At Risk
C02493,0.0,,At Risk
C02494,0.0,,At Risk
C02495,0.0,,Loyal Customers
C02496,0.0,,Hibernating
C02497,0.0,,Champions
C02498,0.0,,Potential Loyalists
C02499,0.0,,At Risk
C02500,0.0,,Potential Loyalists
C02501,0.0,,Potential Loyalists
C02502,1.0,High Risk,Hibernating
C02503,0.0,,Champions
C02504,0.0,,Potential Loyalists
C02505,0.0,,Loyal Customers
C02506,0.0,,Potential Loyalists
C02507,0.0,,At Risk
C02508,0.0,,Potential Loyalists
C02509,0.0,,Potential Loyalists
C02510,1.0,High Risk,Hibernating
C02511,0.0,,Loyal Customers
C02512,0.0,,Potential Loyalists
C02513,0.0,,Loyal Customers
C02514,0.0,,At Risk
C02515,1.0,High Risk,Hibernating
C02516,0.0,,Potential Loyalists
C02517,0.0,,Potential Loyalists
C02518,0.0,,At Risk
C02519,0.0,,At Risk
C02520,0.0,,Potential Loyalists
C02521,0.0,,Potential Loyalists
C02522,0.0,,Potential Loyalists
C02523,1.0,High Risk,Potential Loyalists
C02524,0.0,,Loyal Customers
C02525,0.0,,Champions
C02526,0.0,,Potential Loyalists
C02527,0.0,,At Risk
C02528,0.0,,Loyal Customers
C02529,1.0,High Risk,Hibernating
C02530,0.0,,Potential Loyalists
C02531,0.0,,Hibernating
C02532,0.0,,At Risk
C02533,0.0,,Loyal Customers
C02534,0.0,,Champions
C02535,0.0,,Loyal Customers
C02536,0.0,,Loyal Customers
C02537,0.0,,Hibernating
C02538,0.0,,Potential Loyalists
C02539,0.0,,Loyal Customers
C02540,0.0,,Champions
C02541,0.0,,Potential Loyalists
C02542,0.0,,Champions
C02543,0.0,,Champions
C02544,1.0,High Risk,Hibernating
C02545,0.0,,Champions
C02546,0.0,,Loyal Customers
C02547,0.0,,Loyal Customers
C02548,0.0,,Loyal Customers
C02549,0.0,,Champions
C02550,0.0,,Loyal Customers
C02551,0.99,High Risk,Hibernating
C02552,0.0,,Potential Loyalists
C02553,0.0,,Loyal Customers
C02554,0.0,,Potential Loyalists
C02555,0.0,,Loyal Customers
C02556,0.0,,Loyal Customers
C02557,0.0,,At Risk
C02558,1.0,High Risk,At Risk
C02559,0.0,,Champions
C02560,0.0,,Loyal Customers
C02561,0.0,,Loyal Customers
C02562,0.0,,Loyal Customers
C02563,1.0,High Risk,Hibernating
C02564,0.009573235550565554,Low Risk,Potential Loyalists
C02565,0.0,,Potential Loyalists
C02566,0.0,,Loyal Customers
C02567,0.0,,Loyal Customers
C02568,0.9950235036038859,High Risk,Hibernating
C02569,0.0,,Champions
C02570,0.0,,Potential Loyalists
C02571,0.0,,Loyal Customers
C02572,0.0,,At Risk
C02573,1.0,High Risk,Hibernating
C02574,0.0,,Loyal Customers
C02575,1.0,High Risk,Hibernating
C02576,0.0,,At Risk
C02577,0.0,,Potential Loyalists
C02578,0.0,,Champions
C02579,0.0,,Champions
C02580,0.0,,Hibernating
C02581,0.0,,Loyal Customers
C02582,0.0,,Loyal Customers
C02583,0.0,,Potential Loyalists
C02584,0.0,,Champions
C02585,0.0,,At Risk
C02586,0.0,,Champions
C02587,0.0,,Champions
C02588,0.0,,Potential Loyalists
C02589,0.0,,Loyal Customers
C02590,1.0,High Risk,At Risk
C02591,0.0,,Potential Loyalists
C02592,0.0,,Loyal Customers
C02593,0.0,,At Risk
C02594,1.0,High Risk,Loyal Customers
C02595,0.0,,Potential Loyalists
C02596,0.0,,Potential Loyalists
C02597,0.0,,Champions
C02598,0.0,,Potential Loyalists
C02599,0.0,,Potential Loyalists
C02600,0.0,,Champions
C02601,0.0,,At Risk
C02602,0.0,,Potential Loyalists
C02603,0.0,,Hibernating
C02604,0.0,,Champions
C02605,0.0,,Loyal Customers
C02606,0.0,,At Risk
C02607,0.0,,Potential Loyalists
C02608,0.0,,At Risk
C02609,0.0,,Loyal Customers
C02610,0.0,,Loyal Customers
C02611,0.0,,Champions
C02612,0.0,,Potential Loyalists
C02613,0.9946179525851113,High Risk,Potential Loyalists
C02614,0.0,,Champions
C02615,0.0,,Potential Loyalists
C02616,1.0,High Risk,Hibernating
C02617,0.0,,Potential Loyalists
C02618,0.0,,Loyal Customers
C02619,0.0,,Loyal Customers
C02620,0.0,,Champions
C02621,0.0,,Potential Loyalists
C02622,0.0,,Potential Loyalists
C02623,0.0,,At Risk
C02624,0.0,,Potential Loyalists
C02625,0.9995732355505657,High Risk,Potential Loyalists
C02626,0.0,,At Risk
C02627,0.008165386210988978,Low Risk,Potential Loyalists
C02628,0.0,,Potential Loyalists
C02629,1.0,High Risk,Hibernating
C02630,0.0,,Potential Loyalists
C02631,0.0,,Potential Loyalists
C02632,0.0,,Loyal Customers
C02633,0.0,,Potential Loyalists
C02634,0.0,,Champions
C02635,0.0,,At Risk
C02636,0.0,,Champions
C02637,0.0,,Loyal Customers
C02638,0.00461795258511125,Low Risk,Potential Loyalists
C02639,0.0,,Loyal Customers
C02640,0.0,,Loyal Customers
C02641,0.0,,Champions
C02642,1.0,High Risk,At Risk
C02643,0.0,,Loyal Customers
C02644,0.0,,Champions
C02645,1.0,High Risk,At Risk
C02646,0.0,,Loyal Customers
C02647,0.0,,Potential Loyalists
C02648,0.998165386210989,High Risk,At Risk
C02649,0.9946179525851113,High Risk,Potential Loyalists
C02650,0.0,,Hibernating
C02651,0.0,,Potential Loyalists
C02652,0.0,,Loyal Customers
C02653,0.0,,Potential Loyalists
C02654,0.0,,Loyal Customers
C02655,0.0,,Loyal Customers
C02656,0.0,,Potential Loyalists
C02657,0.0,,Hibernating
C02658,0.0,,Potential Loyalists
C02659,0.0,,Loyal Customers
C02660,1.0,High Risk,Hibernating
C02661,0.0,,Loyal Customers
C02662,0.0,,Champions
C02663,0.0,,Potential Loyalists
C02664,0.00461795258511125,Low Risk,Potential Loyalists
C02665,0.0,,At Risk
C02666,1.0,High Risk,Potential Loyalists
C02667,0.0,,Potential Loyalists
C02668,0.0,,Potential Loyalists
C02669,0.0,,Potential Loyalists
C02670,0.0,,Loyal Customers
C02671,0.0,,Loyal Customers
C02672,0.0,,Loyal Customers
C02673,0.0,,Hibernating
C02674,0.0,,Potential Loyalists
C02675,0.0,,Loyal Customers
C02676,1.0,High Risk,Potential Loyalists
C02677,0.0,,At Risk
C02678,0.0,,Potential Loyalists
C02679,1.0,High Risk,Hibernating
C02680,1.0,High Risk,Loyal Customers
C02681,0.0,,Champions
C02682,0.0,,Champions
C02683,0.0,,Potential Loyalists
C02684,0.0,,Potential Loyalists
C02685,0.0,,At Risk
C02686,0.0,,Loyal Customers
C02687,0.0,,Potential Loyalists
C02688,0.0,,Potential Loyalists
C02689,0.9995732355505657,High Risk,Potential Loyalists
C02690,0.0,,Loyal Customers
C02691,0.0,,Champions
C02692,1.0,High Risk,Hibernating
C02693,0.0,,At Risk
C02694,0.0,,Potential Loyalists
C02695,0.0,,Loyal Customers
C02696,0.0,,Champions
C02697,0.0,,Potential Loyalists
C02698,0.0,,Potential Loyalists
C02699,0.0,,Potential Loyalists
C02700,0.0,,Loyal Customers
C02701,0.0,,At Risk
C02702,0.0,,Potential Loyalists
C02703,0.0,,Loyal Customers
C02704,0.0,,Loyal Customers
C02705,0.0,,Champions
C02706,0.0,,Loyal Customers
C02707,1.0,High Risk,Hibernating
C02708,0.0,,Potential Loyalists
C02709,0.0,,Loyal Customers
C02710,1.0,High Risk,Hibernating
C02711,0.0,,Loyal Customers
C02712,0.0,,Potential Loyalists
C02713,0.0,,Loyal Customers
C02714,0.0,,Potential Loyalists
C02715,0.0,,Champions
C02716,0.0,,Champions
C02717,0.01,Low Risk,At Risk
C02718,0.0,,Loyal Customers
C02719,0.0,,Potential Loyalists
C02720,0.0,,Potential Loyalists
C02721,0.0,,Loyal Customers
C02722,0.0,,Champions
C02723,0.0,,Loyal Customers
C02724,0.0,,Loyal Customers
C02725,1.0,High Risk,Potential Loyalists
C02726,0.0,,Loyal Customers
C02727,0.0,,Loyal Customers
C02728,0.0,,Champions
C02729,0.0,,Champions
C02730,0.0,,Potential Loyalists
C02731,1.0,High Risk,Hibernating
C02732,0.0,,Loyal Customers
C02733,0.0,,Potential Loyalists
C02734,0.0,,Potential Loyalists
C02735,0.9964583153472043,High Risk,At Risk
C02736,0.0,,Potential Loyalists
C02737,0.0,,At Risk
C02738,0.0,,Potential Loyalists
C02739,0.0,,Champions
C02740,0.0,,Potential Loyalists
C02741,0.0,,Potential Loyalists
C02742,0.0,,Potential Loyalists
C02743,0.0,,At Risk
C02744,0.998165386210989,High Risk,At Risk
C02745,1.0,High Risk,Loyal Customers
C02746,0.0,,Loyal Customers
C02747,0.0,,Loyal Customers
C02748,0.0,,Potential Loyalists
C02749,0.0,,Loyal Customers
C02750,0.0,,Loyal Customers
C02751,1.0,High Risk,Hibernating
C02752,0.0,,At Risk
C02753,0.00461795258511125,Low Risk,Potential Loyalists
C02754,0.0,,Champions
C02755,0.0,,Potential Loyalists
C02756,0.0,,At Risk
C02757,0.0,,Champions
C02758,0.0,,Loyal Customers
C02759,0.008165386210988978,Low Risk,Potential Loyalists
C02760,0.0,,At Risk
C02761,1.0,High Risk,Hibernating
C02762,0.0,,Champions
C02763,0.0,,Loyal Customers
C02764,0.0,,Potential Loyalists
C02765,1.0,High Risk,Potential Loyalists
C02766,0.0,,Potential Loyalists
C02767,1.0,High Risk,Loyal Customers
C02768,0.0,,At Risk
C02769,0.0,,Champions
C02770,0.0,,Potential Loyalists
C02771,0.0,,Loyal Customers
C02772,0.0,,Champions
C02773,0.0,,Champions
C02774,0.0,,At Risk
C02775,0.0,,Champions
C02776,0.009573235550565554,Low Risk,Potential Loyalists
C02777,0.0,,Champions
C02778,0.0,,Loyal Customers
C02779,1.0,High Risk,Potential Loyalists
C02780,0.0,,Champions
C02781,1.0,High Risk,Potential Loyalists
C02782,0.0,,At Risk
C02783,0.0,,At Risk
C02784,0.0,,Potential Loyalists
C02785,0.0,,Potential Loyalists
C02786,0.0,,Champions
C02787,0.0,,Champions
C02788,0.0,,Champions
C02789,0.0,,Potential Loyalists
C02790,1.0,High Risk,Hibernating
C02791,0.0,,Champions
C02792,0.0,,Potential Loyalists
C02793,0.0,,Potential Loyalists
C02794,0.0,,Potential Loyalists
C02795,0.0,,At Risk
C02796,0.0,,Champions
C02797,0.0,,Potential Loyalists
C02798,0.0,,Potential Loyalists
C02799,0.0,,Potential Loyalists
C02800,0.0,,Champions
C02801,0.0,,Loyal Customers
C02802,0.006458315347204238,Low Risk,At Risk
C02803,0.0,,Potential Loyalists
C02804,0.0,,Loyal Customers
C02805,0.0,,Potential Loyalists
C02806,0.0,,Potential Loyalists
C02807,0.0,,At Risk
C02808,0.0,,Champions
C02809,1.0,High Risk,Potential Loyalists
C02810,1.0,High Risk,At Risk
C02811,0.0,,Potential Loyalists
C02812,0.0,,Potential Loyalists
C02813,1.0,High Risk,Loyal Customers
C02814,0.0,,Champions
C02815,0.0,,Hibernating
C02816,0.0,,Champions
C02817,0.0,,At Risk
C02818,0.0,,Potential Loyalists
C02819,0.0,,Potential Loyalists
C02820,0.0,,Potential Loyalists
C02821,0.0,,Champions
C02822,0.0,,Loyal Customers
C02823,0.0,,Champions
C02824,0.0,,Loyal Customers
C02825,0.0,,Loyal Customers
C02826,0.0,,Potential Loyalists
C02827,1.0,High Risk,Loyal Customers
C02828,1.0,High Risk,Hibernating
C02829,0.0,,Potential Loyalists
C02830,0.0,,Potential Loyalists
C02831,0.008165386210988978,Low Risk,Potential Loyalists
C02832,0.0,,Champions
C02833,0.0,,Potential Loyalists
C02834,1.0,High Risk,Hibernating
C02835,0.0,,Champions
C02836,0.0,,Champions
C02837,0.0,,Loyal Customers
C02838,0.0,,Potential Loyalists
C02839,0.0,,Loyal Customers
C02840,0.0,,Champions
C02841,0.0,,At Risk
C02842,0.99,High Risk,At Risk
C02843,0.0,,Potential Loyalists
C02844,0.0,,Loyal Customers
C02845,0.0,,Loyal Customers
C02846,0.998165386210989,High Risk,At Risk
C02847,1.0,High Risk,At Risk
C02848,0.0,,Champions
C02849,0.0,,At Risk
C02850,0.0,,Loyal Customers
C02851,1.0,High Risk,At Risk
C02852,0.0,,Loyal Customers
C02853,0.0,,Potential Loyalists
C02854,1.0,High Risk,Hibernating
C02855,1.0,High Risk,At Risk
C02856,0.0,,At Risk
C02857,0.0,,Potential Loyalists
C02858,1.0,High Risk,Loyal Customers
C02859,1.0,High Risk,At Risk
C02860,1.0,High Risk,Hibernating
C02861,0.0,,Loyal Customers
C02862,0.0,,Loyal Customers
C02863,1.0,High Risk,At Risk
C02864,0.0,,Champions
C02865,0.0,,Loyal Customers
C02866,0.009573235550565554,Low Risk,Potential Loyalists
C02867,0.0,,Loyal Customers
C02868,0.0,,Potential Loyalists
C02869,0.0,,Potential Loyalists
C02870,1.0,High Risk,At Risk
C02871,0.0,,Champions
C02872,0.0,,Potential Loyalists
C02873,0.0,,Loyal Customers
C02874,1.0,High Risk,Hibernating
C02875,0.0,,Champions
C02876,0.0,,At Risk
C02877,0.0,,At Risk
C02878,0.0,,Loyal Customers
C02879,0.0,,Loyal Customers
C02880,0.0,,Potential Loyalists
C02881,0.0,,Potential Loyalists
C02882,0.0,,Loyal Customers
C02883,0.0,,Potential Loyalists
C02884,0.00461795258511125,Low Risk,Potential Loyalists
C02885,0.0,,Champions
C02886,0.0,,At Risk
C02887,0.0,,Potential Loyalists
C02888,0.9995732355505657,High Risk,Potential Loyalists
C02889,0.0,,Champions
C02890,1.0,High Risk,At Risk
C02891,0.0,,Loyal Customers
C02892,0.0,,Loyal Customers
C02893,1.0,High Risk,Hibernating
C02894,0.0,,Potential Loyalists
C02895,0.0,,Loyal Customers
C02896,1.0,High Risk,Hibernating
C02897,0.0,,At Risk
C02898,0.0,,Potential Loyalists
C02899,0.0,,Loyal Customers
C02900,0.0,,Potential Loyalists
C02901,0.0,,Champions
C02902,1.0,High Risk,At Risk
C02903,0.0,,Loyal Customers
C02904,0.0,,At Risk
C02905,0.0,,Loyal Customers
C02906,1.0,High Risk,Hibernating
C02907,0.0,,Loyal Customers
C02908,1.0,High Risk,Potential Loyalists
C02909,0.0,,At Risk
C02910,0.0,,At Risk
C02911,0.0,,Loyal Customers
C02912,0.0,,Potential Loyalists
C02913,0.0,,Potential Loyalists
C02914,1.0,High Risk,Potential Loyalists
C02915,0.008165386210988978,Low Risk,Potential Loyalists
C02916,0.0,,At Risk
C02917,0.0,,Champions
C02918,0.0,,Potential Loyalists
C02919,0.0,,Loyal Customers
C02920,0.0,,Potential Loyalists
C02921,0.0,,Potential Loyalists
C02922,0.998165386210989,High Risk,At Risk
C02923,0.0,,At Risk
C02924,0.0,,Champions
C02925,0.0,,Potential Loyalists
C02926,1.0,High Risk,At Risk
C02927,0.0,,Potential Loyalists
C02928,0.0,,Potential Loyalists
C02929,0.0,,Potential Loyalists
C02930,0.0,,Champions
C02931,0.0,,Loyal Customers
C02932,1.0,High Risk,At Risk
C02933,0.0,,At Risk
C02934,0.9945516066442667,High Risk,Hibernating
C02935,1.0,High Risk,Hibernating
C02936,1.0,High Risk,At Risk
C02937,0.99,High Risk,At Risk
C02938,0.0,,Champions
C02939,0.0,,Champions
C02940,0.0,,Loyal Customers
C02941,0.0,,Champions
C02942,0.98,High Risk,At Risk
C02943,0.0,,Potential Loyalists
C02944,0.0,,Loyal Customers
C02945,0.0,,Champions
C02946,0.0,,At Risk
C02947,0.0,,At Risk
C02948,0.0,,Loyal Customers
C02949,0.0,,Potential Loyalists
C02950,0.0,,Loyal Customers
C02951,0.0,,At Risk
C02952,0.0,,Potential Loyalists
C02953,0.0,,Loyal Customers
C02954,0.0,,Champions
C02955,0.0,,Potential Loyalists
C02956,1.0,High Risk,Hibernating
C02957,0.0,,Champions
C02958,0.0,,Loyal Customers
C02959,0.0,,Champions
C02960,1.0,High Risk,Hibernating
C02961,0.0,,At Risk
C02962,1.0,High Risk,Loyal Customers
C02963,1.0,High Risk,Hibernating
C02964,0.0,,Potential Loyalists
C02965,0.008898140438523452,Low Risk,Potential Loyalists
C02966,0.0,,Loyal Customers
C02967,0.9995732355505657,High Risk,Potential Loyalists
C02968,0.0,,Hibernating
C02969,0.0,,Potential Loyalists
C02970,0.0,,Champions
C02971,0.0,,Loyal Customers
C02972,0.0,,Potential Loyalists
C02973,0.0,,Potential Loyalists
C02974,0.0,,Champions
C02975,0.0,,At Risk
C02976,0.0,,Champions
C02977,1.0,High Risk,At Risk
C02978,0.0,,Potential Loyalists
C02979,0.0,,Potential Loyalists
C02980,0.0,,Loyal Customers
C02981,0.0,,Champions
C02982,0.0,,Potential Loyalists
C02983,0.0,,At Risk
C02984,0.0,,At Risk
C02985,0.0,,At Risk
C02986,0.0,,Loyal Customers
C02987,1.0,High Risk,At Risk
C02988,0.0,,Potential Loyalists
C02989,0.0,,Potential Loyalists
C02990,0.006458315347204238,Low Risk,Potential Loyalists
C02991,0.0,,Potential Loyalists
C02992,1.0,High Risk,At Risk
C02993,1.0,High Risk,Potential Loyalists
C02994,1.0,High Risk,Loyal Customers
C02995,1.0,High Risk,Loyal Customers
C02996,0.0,,Potential Loyalists
C02997,1.0,High Risk,At Risk
C02998,0.008165386210988978,Low Risk,Potential Loyalists
C02999,0.0,,At Risk
C03000,1.0,High Risk,Hibernating
C03001,0.0,,Potential Loyalists
C03002,0.0,,Champions
C03003,0.009575110248152647,Low Risk,Hibernating
C03004,0.0,,Loyal Customers
C03005,0.0,,Potential Loyalists
C03006,0.0,,Champions
C03007,0.0,,Loyal Customers
C03008,1.0,High Risk,Hibernating
C03009,0.008165386210988978,Low Risk,Potential Loyalists
C03010,0.998165386210989,High Risk,At Risk
C03011,0.0,,Potential Loyalists
C03012,0.0,,Potential Loyalists
C03013,0.998165386210989,High Risk,At Risk
C03014,0.0,,Loyal Customers
C03015,0.0,,Loyal Customers
C03016,0.0,,Loyal Customers
C03017,0.0,,Loyal Customers
C03018,0.0,,At Risk
C03019,0.0,,Champions
C03020,0.0,,Champions
C03021,0.0,,Loyal Customers
C03022,0.0,,At Risk
C03023,1.0,High Risk,Hibernating
C03024,0.0,,Loyal Customers
C03025,0.0,,Potential Loyalists
C03026,0.0,,Potential Loyalists
C03027,0.0,,Loyal Customers
C03028,0.0,,Champions
C03029,0.0,,Potential Loyalists
C03030,0.98,High Risk,At Risk
C03031,1.0,High Risk,Potential Loyalists
C03032,1.0,High Risk,Hibernating
C03033,0.0,,Potential Loyalists
C03034,0.0,,At Risk
C03035,0.9950235036038859,High Risk,Hibernating
C03036,1.0,High Risk,Loyal Customers
C03037,0.009575110248152647,Low Risk,Hibernating
C03038,0.0,,Potential Loyalists
C03039,0.0,,At Risk
C03040,0.0,,Potential Loyalists
C03041,0.0,,Hibernating
C03042,0.0,,Loyal Customers
C03043,0.0,,At Risk
C03044,0.0,,At Risk
C03045,0.0,,Potential Loyalists
C03046,0.0,,Potential Loyalists
C03047,0.0,,Potential Loyalists
C03048,0.0,,Potential Loyalists
C03049,0.0,,Loyal Customers
C03050,0.0,,Champions
C03051,0.0,,At Risk
C03052,1.0,High Risk,Hibernating
C03053,0.0,,Loyal Customers
C03054,0.0,,Potential Loyalists
C03055,0.0,,Champions
C03056,1.0,High Risk,Potential Loyalists
C03057,0.0,,Loyal Customers
C03058,0.00461795258511125,Low Risk,Potential Loyalists
C03059,0.0,,Champions
C03060,0.0,,At Risk
C03061,0.0,,Champions
C03062,1.0,High Risk,Loyal Customers
C03063,0.0,,At Risk
C03064,0.0,,Champions
C03065,0.0,,Potential Loyalists
C03066,1.0,High Risk,Potential Loyalists
C03067,0.0,,Potential Loyalists
C03068,0.01,Low Risk,Hibernating
C03069,0.0,,Potential Loyalists
C03070,1.0,High Risk,At Risk
C03071,0.0,,At Risk
C03072,0.0,,Loyal Customers
C03073,0.0,,Potential Loyalists
C03074,1.0,High Risk,At Risk
C03075,1.0,High Risk,At Risk
C03076,1.0,High Risk,Loyal Customers
C03077,0.0,,Champions
C03078,0.0,,Potential Loyalists
C03079,0.0,,Potential Loyalists
C03080,0.0,,Potential Loyalists
C03081,0.0,,Champions
C03082,0.0,,Potential Loyalists
C03083,0.0,,Potential Loyalists
C03084,0.0,,Potential Loyalists
C03085,0.0,,Potential Loyalists
C03086,0.0,,Hibernating
C03087,0.0,,Champions
C03088,1.0,High Risk,Potential Loyalists
C03089,0.0,,Potential Loyalists
C03090,0.00461795258511125,Low Risk,Potential Loyalists
C03091,0.008165386210988978,Low Risk,Potential Loyalists
C03092,0.0,,Potential Loyalists
C03093,1.0,High Risk,At Risk
C03094,0.0,,Potential Loyalists
C03095,0.0,,Loyal Customers
C03096,0.009573235550565554,Low Risk,Potential Loyalists
C03097,0.0,,Champions
C03098,0.998165386210989,High Risk,At Risk
C03099,0.0,,Champions
C03100,0.0,,Loyal Customers
C03101,1.0,High Risk,Loyal Customers
C03102,0.0,,Loyal Customers
C03103,0.99,High Risk,Potential Loyalists
C03104,1.0,High Risk,Potential Loyalists
C03105,0.009575110248152647,Low Risk,Hibernating
C03106,0.0,,Potential Loyalists
C03107,0.0,,Potential Loyalists
C03108,0.0,,Champions
C03109,0.0,,Loyal Customers
C03110,0.0,,Loyal Customers
C03111,0.0,,Champions
C03112,0.0,,Loyal Customers
C03113,0.0,,Loyal Customers
C03114,0.0,,Champions
C03115,0.0,,At Risk
C03116,0.0,,Champions
C03117,0.0,,Hibernating
C03118,0.0,,Loyal Customers
C03119,0.0,,Potential Loyalists
C03120,0.0,,Loyal Customers
C03121,0.0,,At Risk
C03122,1.0,High Risk,Potential Loyalists
C03123,0.0,,Loyal Customers
C03124,0.0,,Champions
C03125,0.0,,At Risk
C03126,1.0,High Risk,At Risk
C03127,0.0,,Potential Loyalists
C03128,0.0,,Potential Loyalists
C03129,0.0,,Loyal Customers
C03130,0.006458315347204238,Low Risk,Potential Loyalists
C03131,0.0,,Potential Loyalists
C03132,0.0,,Potential Loyalists
C03133,0.0,,Hibernating
C03134,1.0,High Risk,At Risk
C03135,1.0,High Risk,Potential Loyalists
C03136,0.0,,At Risk
C03137,0.0,,At Risk
C03138,0.004551606644266718,Low Risk,Hibernating
C03139,0.0,,Loyal Customers
C03140,0.0,,Potential Loyalists
C03141,0.0,,Potential Loyalists
C03142,0.0,,Loyal Customers
C03143,0.0,,Potential Loyalists
C03144,1.0,High Risk,Hibernating
C03145,0.0,,Loyal Customers
C03146,1.0,High Risk,At Risk
C03147,0.0,,Champions
C03148,1.0,High Risk,Loyal Customers
C03149,0.9946179525851113,High Risk,Potential Loyalists
C03150,0.0,,Loyal Customers
C03151,0.0,,Potential Loyalists
C03152,0.0,,Loyal Customers
C03153,1.0,High Risk,Hibernating
C03154,0.0050235036038859295,Low Risk,Hibernating
C03155,0.0,,Potential Loyalists
C03156,0.9946179525851113,High Risk,Potential Loyalists
C03157,0.0,,Potential Loyalists
C03158,1.0,High Risk,Loyal Customers
C03159,0.0,,Potential Loyalists
C03160,0.0,,Loyal Customers
C03161,0.0,,Champions
C03162,0.0,,Champions
C03163,0.0,,Champions
C03164,0.0,,Potential Loyalists
C03165,1.0,High Risk,At Risk
C03166,0.0,,At Risk
C03167,0.0,,Loyal Customers
